order_date,order_id,customer_id,segment,channel,region,city,product_category,product_name,units,unit_price,discount_pct,revenue,cost,margin_value,payment_method
2025-08-23,O20244705,C11093,SMB,Online,Rosario,Rosario,Lácteos,Leche 1L,8,1.4,0.133,9.71,7.57,2.14,Cash
2025-09-19,O20244924,C12666,Consumer,Wholesale,Rosario,Rosario,Suplementos,Multivitamínico,16,27.15,0.139,374.02,205.71,168.31,Cash
2025-06-17,O20244203,C11782,Consumer,Wholesale,Santa Fe,Rosario,Bebidas,Jugo Naranja,8,1.91,0.033,14.78,11.08,3.7,Debit
2025-05-31,O20244065,C12022,SMB,Online,Mendoza,San Rafael,Bebidas,Agua 1.5L,12,1.33,0.067,14.89,11.17,3.72,Credit
2024-11-25,O20242584,C11763,Consumer,Online,Santa Fe,Santa Fe,Bebidas,Jugo Naranja,10,1.32,0.078,12.17,9.13,3.04,Debit
2024-08-06,O20241735,C10696,Consumer,Online,Córdoba,Villa María,Frutas,Naranja Kg,20,2.81,0.068,52.38,37.71,14.67,Credit
2025-07-09,O20244365,C12787,Consumer,Retail,Rosario,Rosario,Panificados,Pan Integral,1,1.15,0.088,1.05,0.7,0.35,Credit
2024-02-24,O20240461,C10206,Enterprise,Online,AMBA,GBA Sur,Verduras,Zanahoria Kg,15,1.61,0.057,22.77,15.94,6.83,Credit
2024-09-23,O20242122,C11724,Consumer,Retail,Santa Fe,Santa Fe,Bebidas,Energética,18,2.07,0.129,32.45,24.34,8.11,Wallet
2024-11-08,O20242452,C12026,SMB,Retail,Santa Fe,Santa Fe,Frutas,Banana Kg,8,2.62,0.078,19.33,13.92,5.41,Debit
2025-08-27,O20244734,C11698,Consumer,Online,AMBA,CABA,Panificados,Pan Lacteado,8,1.74,0.153,11.79,7.9,3.89,Credit
2024-02-28,O20240492,C10054,Consumer,Retail,Mendoza,San Rafael,Panificados,Medialunas Docena,19,1.78,0.02,33.14,22.2,10.94,Credit
2024-05-28,O20241192,C12752,SMB,Online,LatAm,Asunción,Frutas,Naranja Kg,7,2.0,0.004,13.94,10.04,3.9,Debit
2025-08-14,O20244628,C12869,Consumer,Wholesale,Córdoba,Córdoba,Snacks,Papas Onduladas,12,3.2,0.057,36.21,23.54,12.67,Credit
2024-06-28,O20241431,C10312,Consumer,Retail,Rosario,Rosario,Frutas,Naranja Kg,7,1.6,0.112,9.95,7.16,2.79,Debit
2024-03-31,O20240739,C10585,Enterprise,Online,Santa Fe,Santa Fe,Suplementos,Creatina 300g,20,33.22,0.049,631.84,347.51,284.33,Debit
2024-01-09,O20240070,C10641,SMB,Online,Santa Fe,Rosario,Frutas,Uva Kg,17,1.55,0.064,24.66,17.76,6.9,Transfer
2025-05-02,O20243835,C11025,Consumer,Online,LatAm,Santiago,Verduras,Cebolla Kg,16,1.64,0.038,25.24,17.67,7.57,Wallet
2024-08-16,O20241816,C12636,Consumer,Retail,Mendoza,San Rafael,Snacks,Papas Onduladas,17,3.09,0.0,52.53,34.14,18.39,Cash
2024-10-13,O20242275,C13083,SMB,Retail,Rosario,Rosario,Bebidas,Agua 500ml,9,1.26,0.125,9.92,7.44,2.48,Debit
2025-09-01,O20244775,C11167,Consumer,Retail,Córdoba,Villa María,Panificados,Pan Integral,2,1.94,0.0,3.88,2.6,1.28,Transfer
2024-09-17,O20242074,C12147,SMB,Online,Rosario,Rosario,Frutas,Naranja Kg,10,1.52,0.022,14.87,10.71,4.16,Credit
2024-01-01,O20240003,C13090,Consumer,Retail,Rosario,Rosario,Bebidas,Agua 1.5L,10,1.14,0.119,10.04,7.53,2.51,Credit
2025-09-13,O20244874,C10889,SMB,Online,Córdoba,Río Cuarto,Panificados,Medialunas Docena,10,1.76,0.017,17.3,11.59,5.71,Credit
2025-03-12,O20243451,C10012,SMB,Online,AMBA,GBA Norte,Bebidas,Agua 1.5L,17,1.65,0.04,26.93,20.2,6.73,Credit
2025-03-15,O20243469,C10663,Consumer,Retail,Córdoba,Córdoba,Lácteos,Yogur 1L,2,1.69,0.077,3.12,2.43,0.69,Cash
2024-01-10,O20240071,C13083,Consumer,Wholesale,Córdoba,Villa María,Bebidas,Gaseosa Cola,7,1.01,0.137,6.1,4.58,1.52,Transfer
2024-11-29,O20242623,C13368,SMB,Online,Santa Fe,Rafaela,Bebidas,Agua 500ml,4,2.1,0.127,7.33,5.5,1.83,Credit
2025-07-17,O20244433,C11159,SMB,Retail,Mendoza,Mendoza,Snacks,Papas Onduladas,18,2.58,0.088,42.35,27.53,14.82,Credit
2025-07-15,O20244417,C10207,Consumer,Retail,Santa Fe,Rafaela,Panificados,Pan Integral,3,2.1,0.003,6.28,4.21,2.07,Wallet
2024-03-01,O20240505,C13476,Consumer,Online,Santa Fe,Rosario,Lácteos,Yogur 1L,12,1.39,0.15,14.18,11.06,3.12,Credit
2025-03-27,O20243565,C10663,Consumer,Online,Santa Fe,Santa Fe,Panificados,Pan Integral,13,2.13,0.119,24.39,16.34,8.05,Credit
2025-07-02,O20244307,C13186,Consumer,Retail,Rosario,Rosario,Snacks,Papas Clásicas,1,3.03,0.044,2.9,1.89,1.01,Credit
2025-02-01,O20243119,C13201,Consumer,Retail,Córdoba,Río Cuarto,Lácteos,Yogur 1L,14,2.17,0.137,26.22,20.45,5.77,Wallet
2024-01-04,O20240022,C13364,Consumer,Online,Santa Fe,Santa Fe,Panificados,Medialunas Docena,8,1.43,0.147,9.76,6.54,3.22,Cash
2025-08-29,O20244744,C12328,SMB,Retail,Córdoba,Villa María,Frutas,Manzana Kg,10,1.38,0.03,13.39,9.64,3.75,Credit
2025-03-09,O20243425,C10132,Consumer,Online,Rosario,Rosario,Suplementos,Creatina 300g,4,11.65,0.108,41.57,22.86,18.71,Cash
2025-06-06,O20244113,C13130,SMB,Online,Mendoza,Mendoza,Verduras,Tomate Kg,17,1.99,0.014,33.36,23.35,10.01,Cash
2024-08-18,O20241835,C10841,SMB,Online,Santa Fe,Santa Fe,Verduras,Lechuga Unidad,7,2.13,0.065,13.94,9.76,4.18,Cash
2024-10-20,O20242329,C11356,SMB,Retail,Rosario,Rosario,Panificados,Pan Lacteado,6,1.97,0.053,11.19,7.5,3.69,Debit
2024-09-02,O20241948,C10058,Consumer,Online,AMBA,GBA Oeste,Suplementos,Omega-3,12,22.67,0.006,270.41,148.73,121.68,Cash
2024-11-01,O20242402,C10880,SMB,Retail,Santa Fe,Rosario,Verduras,Zanahoria Kg,15,1.68,0.066,23.54,16.48,7.06,Transfer
2024-03-17,O20240625,C11992,Consumer,Online,AMBA,GBA Sur,Panificados,Pan Lacteado,13,1.25,0.066,15.18,10.17,5.01,Credit
2025-05-15,O20243926,C12116,Consumer,Online,Mendoza,Mendoza,Suplementos,Multivitamínico,19,31.41,0.0,596.79,328.23,268.56,Cash
2024-08-11,O20241776,C11550,Consumer,Online,Córdoba,Córdoba,Lácteos,Leche 1L,10,2.42,0.104,21.68,16.91,4.77,Debit
2025-09-17,O20244903,C13441,Consumer,Online,AMBA,GBA Norte,Lácteos,Queso Cremoso 500g,1,1.48,0.046,1.41,1.1,0.31,Credit
2024-04-19,O20240894,C12416,Consumer,Online,Mendoza,San Rafael,Panificados,Medialunas Docena,8,1.3,0.051,9.87,6.61,3.26,Debit
2025-06-01,O20244072,C13026,SMB,Online,Rosario,Rosario,Bebidas,Gaseosa Cola,18,1.1,0.164,16.55,12.41,4.14,Credit
2024-02-13,O20240363,C11013,SMB,Online,Rosario,Rosario,Bebidas,Jugo Naranja,16,1.47,0.081,21.61,16.21,5.4,Cash
2024-09-01,O20241935,C12510,Consumer,Retail,Santa Fe,Rosario,Verduras,Tomate Kg,7,1.73,0.081,11.13,7.79,3.34,Wallet
2025-08-17,O20244655,C11211,Consumer,Retail,Santa Fe,Rafaela,Bebidas,Energética,9,1.17,0.0,10.53,7.9,2.63,Credit
2024-01-26,O20240199,C13289,SMB,Retail,Córdoba,Córdoba,Suplementos,Whey 1kg,20,13.17,0.105,235.74,129.66,106.08,Transfer
2025-07-21,O20244459,C11854,SMB,Retail,AMBA,GBA Sur,Snacks,Barra Cereal,20,3.19,0.05,60.61,39.4,21.21,Credit
2024-04-16,O20240864,C11929,Consumer,Retail,Córdoba,Villa María,Bebidas,Gaseosa Cola,15,1.21,0.02,17.79,13.34,4.45,Debit
2025-02-24,O20243309,C10244,Consumer,Online,Rosario,Rosario,Lácteos,Queso Cremoso 500g,6,1.42,0.099,7.68,5.99,1.69,Wallet
2025-01-25,O20243058,C10545,SMB,Online,Córdoba,Río Cuarto,Panificados,Pan Lacteado,3,1.01,0.036,2.92,1.96,0.96,Wallet
2025-09-28,O20244991,C11090,Consumer,Retail,AMBA,GBA Norte,Suplementos,Omega-3,13,34.35,0.011,441.64,242.9,198.74,Debit
2025-02-07,O20243166,C12322,SMB,Online,AMBA,GBA Norte,Snacks,Mix Frutos Secos,9,2.87,0.061,24.25,15.76,8.49,Debit
2025-02-03,O20243135,C13185,Consumer,Online,Mendoza,San Rafael,Panificados,Medialunas Docena,19,2.1,0.029,38.74,25.96,12.78,Debit
2024-07-12,O20241539,C12117,Consumer,Retail,AMBA,GBA Norte,Verduras,Cebolla Kg,20,1.3,0.045,24.83,17.38,7.45,Cash
2024-02-21,O20240430,C12427,Consumer,Online,Mendoza,Mendoza,Snacks,Mix Frutos Secos,9,1.85,0.103,14.94,9.71,5.23,Transfer
2025-04-13,O20243693,C12437,Consumer,Online,Mendoza,San Rafael,Bebidas,Agua 1.5L,20,1.3,0.017,25.56,19.17,6.39,Credit
2025-01-20,O20243017,C10168,Consumer,Online,AMBA,GBA Oeste,Panificados,Medialunas Docena,11,2.14,0.043,22.53,15.1,7.43,Debit
2024-02-29,O20240496,C11320,Enterprise,Retail,Santa Fe,Rosario,Suplementos,Creatina 300g,4,23.6,0.047,89.96,49.48,40.48,Cash
2024-10-12,O20242268,C12349,Consumer,Online,LatAm,Montevideo,Bebidas,Agua 500ml,13,1.88,0.11,21.75,16.31,5.44,Credit
2024-12-18,O20242757,C10748,SMB,Online,Rosario,Rosario,Verduras,Lechuga Unidad,9,2.26,0.019,19.95,13.97,5.98,Cash
2024-04-16,O20240869,C10838,SMB,Retail,Córdoba,Córdoba,Lácteos,Yogur 1L,11,1.15,0.031,12.26,9.56,2.7,Cash
2024-09-07,O20241978,C11038,Consumer,Online,Rosario,Rosario,Verduras,Tomate Kg,2,1.85,0.006,3.68,2.58,1.1,Credit
2024-04-16,O20240873,C12463,SMB,Retail,Santa Fe,Rosario,Lácteos,Leche 1L,2,3.0,0.042,5.75,4.49,1.26,Cash
2024-03-25,O20240690,C11978,Consumer,Online,Mendoza,San Rafael,Verduras,Zanahoria Kg,20,2.45,0.099,44.15,30.91,13.24,Transfer
2025-04-15,O20243707,C11658,Consumer,Online,LatAm,Santiago,Suplementos,Multivitamínico,12,20.69,0.066,231.89,127.54,104.35,Wallet
2025-09-06,O20244819,C11885,Consumer,Retail,Rosario,Rosario,Suplementos,Multivitamínico,6,19.8,0.083,108.94,59.92,49.02,Cash
2024-08-01,O20241686,C10672,Enterprise,Online,Santa Fe,Santa Fe,Bebidas,Energética,6,1.71,0.105,9.18,6.88,2.3,Credit
2024-08-18,O20241836,C11225,SMB,Wholesale,AMBA,GBA Sur,Bebidas,Jugo Naranja,9,1.68,0.036,14.58,10.94,3.64,Credit
2025-01-02,O20242866,C12485,Consumer,Retail,Santa Fe,Rafaela,Bebidas,Agua 1.5L,17,1.42,0.017,23.73,17.8,5.93,Cash
2025-04-22,O20243750,C12480,Consumer,Retail,Rosario,Rosario,Lácteos,Yogur 1L,20,2.83,0.065,52.92,41.28,11.64,Credit
2025-02-25,O20243313,C12764,Consumer,Online,Córdoba,Río Cuarto,Suplementos,Whey 1kg,15,18.3,0.083,251.72,138.45,113.27,Cash
2025-09-13,O20244877,C13452,Consumer,Online,Santa Fe,Santa Fe,Bebidas,Jugo Naranja,10,1.62,0.045,15.47,11.6,3.87,Debit
2024-01-30,O20240232,C11820,Consumer,Online,Rosario,Rosario,Lácteos,Queso Cremoso 500g,13,2.99,0.0,38.87,30.32,8.55,Credit
2025-08-03,O20244571,C11511,Consumer,Wholesale,AMBA,GBA Oeste,Lácteos,Yogur 1L,3,1.48,0.064,4.16,3.24,0.92,Debit
2024-02-12,O20240341,C11065,Consumer,Online,Mendoza,Godoy Cruz,Snacks,Papas Onduladas,11,2.08,0.031,22.17,14.41,7.76,Cash
2024-04-21,O20240908,C10478,Consumer,Retail,AMBA,GBA Sur,Bebidas,Agua 1.5L,12,1.74,0.123,18.31,13.73,4.58,Credit
2025-02-10,O20243204,C12529,Consumer,Online,AMBA,GBA Sur,Lácteos,Leche 1L,16,2.86,0.043,43.79,34.16,9.63,Transfer
2025-05-29,O20244039,C12496,Consumer,Online,AMBA,CABA,Panificados,Pan Lacteado,6,1.46,0.0,8.76,5.87,2.89,Debit
2025-03-24,O20243545,C10361,SMB,Online,Santa Fe,Rosario,Lácteos,Leche 1L,19,2.58,0.107,43.77,34.14,9.63,Cash
2024-06-20,O20241367,C12283,Enterprise,Online,Santa Fe,Rafaela,Frutas,Manzana Kg,9,1.47,0.06,12.44,8.96,3.48,Debit
2024-10-17,O20242302,C13306,Consumer,Online,Rosario,Rosario,Verduras,Zanahoria Kg,19,1.52,0.134,25.01,17.51,7.5,Credit
2024-09-05,O20241966,C10394,SMB,Online,Mendoza,Godoy Cruz,Panificados,Medialunas Docena,19,1.22,0.051,22.0,14.74,7.26,Debit
2025-03-01,O20243355,C13403,Enterprise,Wholesale,Rosario,Rosario,Frutas,Banana Kg,8,2.31,0.136,15.97,11.5,4.47,Credit
2025-08-19,O20244670,C10539,Consumer,Retail,LatAm,Lima,Panificados,Pan Lacteado,5,1.57,0.041,7.53,5.05,2.48,Cash
2024-01-11,O20240082,C12888,Consumer,Online,Rosario,Rosario,Suplementos,Creatina 300g,14,18.51,0.231,199.28,109.6,89.68,Credit
2024-03-23,O20240677,C10678,SMB,Online,LatAm,Montevideo,Lácteos,Queso Cremoso 500g,8,1.56,0.005,12.42,9.69,2.73,Cash
2024-09-11,O20242027,C11181,SMB,Retail,Santa Fe,Rosario,Lácteos,Leche 1L,15,1.56,0.124,20.5,15.99,4.51,Credit
2024-08-23,O20241861,C13205,Consumer,Retail,Córdoba,Villa María,Lácteos,Yogur 1L,1,1.46,0.0,1.46,1.14,0.32,Transfer
2024-11-16,O20242513,C12266,Consumer,Online,AMBA,GBA Oeste,Frutas,Banana Kg,13,1.74,0.137,19.52,14.05,5.47,Wallet
2024-09-08,O20241992,C11991,SMB,Online,Rosario,Rosario,Panificados,Pan Lacteado,16,1.77,0.042,27.13,18.18,8.95,Credit
2025-08-27,O20244730,C10832,SMB,Online,Córdoba,Villa María,Suplementos,Creatina 300g,18,15.54,0.107,249.79,137.38,112.41,Cash
2024-12-13,O20242712,C11924,Enterprise,Online,AMBA,GBA Norte,Bebidas,Energética,2,1.62,0.091,2.95,2.21,0.74,Credit
2024-03-17,O20240622,C12243,Consumer,Online,Córdoba,Río Cuarto,Bebidas,Energética,2,1.71,0.078,3.15,2.36,0.79,Credit
2024-12-23,O20242793,C13217,SMB,Wholesale,AMBA,CABA,Snacks,Mix Frutos Secos,12,2.28,0.082,25.12,16.33,8.79,Debit
2025-07-22,O20244474,C10267,Consumer,Retail,AMBA,GBA Norte,Snacks,Papas Clásicas,8,3.49,0.024,27.25,17.71,9.54,Wallet
2025-07-06,O20244334,C10084,Consumer,Online,Córdoba,Villa María,Verduras,Tomate Kg,8,1.76,0.017,13.84,9.69,4.15,Credit
2024-09-29,O20242169,C10769,Enterprise,Online,LatAm,Asunción,Verduras,Lechuga Unidad,19,2.28,0.198,34.74,24.32,10.42,Debit
2024-07-06,O20241494,C11095,SMB,Retail,Córdoba,Río Cuarto,Panificados,Pan Lacteado,9,1.04,0.081,8.6,5.76,2.84,Credit
2024-03-26,O20240703,C12205,Consumer,Retail,Santa Fe,Santa Fe,Lácteos,Leche 1L,17,2.88,0.066,45.73,35.67,10.06,Credit
2025-09-26,O20244972,C10712,SMB,Online,LatAm,Asunción,Frutas,Manzana Kg,17,1.49,0.008,25.13,18.09,7.04,Wallet
2024-04-15,O20240862,C12164,SMB,Retail,LatAm,Asunción,Snacks,Mix Frutos Secos,9,1.86,0.017,16.46,10.7,5.76,Debit
2025-05-12,O20243899,C10559,Consumer,Retail,Santa Fe,Rafaela,Suplementos,Creatina 300g,10,18.5,0.0,185.0,101.75,83.25,Wallet
2024-12-16,O20242741,C11656,Consumer,Online,Córdoba,Villa María,Frutas,Banana Kg,11,1.94,0.128,18.61,13.4,5.21,Transfer
2025-04-05,O20243624,C12428,Consumer,Online,Santa Fe,Santa Fe,Lácteos,Yogur 1L,13,2.07,0.0,26.91,20.99,5.92,Debit
2025-03-09,O20243427,C12104,SMB,Online,AMBA,CABA,Frutas,Naranja Kg,14,2.79,0.066,36.48,26.27,10.21,Credit
2025-01-14,O20242969,C11667,Consumer,Online,Rosario,Rosario,Frutas,Naranja Kg,15,2.26,0.001,33.87,24.39,9.48,Transfer
2024-07-08,O20241507,C11642,Consumer,Retail,Mendoza,Godoy Cruz,Verduras,Zanahoria Kg,3,1.98,0.215,4.66,3.26,1.4,Debit
2024-08-24,O20241873,C10992,Consumer,Online,AMBA,GBA Sur,Verduras,Tomate Kg,14,2.46,0.0,34.44,24.11,10.33,Credit
2025-07-03,O20244313,C11495,Consumer,Online,Rosario,Rosario,Panificados,Pan Lacteado,9,1.49,0.116,11.85,7.94,3.91,Cash
2025-05-10,O20243891,C10324,Consumer,Online,Santa Fe,Rafaela,Verduras,Zanahoria Kg,5,2.45,0.093,11.11,7.78,3.33,Debit
2024-02-16,O20240389,C11230,Consumer,Retail,AMBA,GBA Oeste,Panificados,Pan Integral,11,2.12,0.047,22.22,14.89,7.33,Credit
2024-08-06,O20241734,C11228,SMB,Online,Mendoza,Godoy Cruz,Verduras,Cebolla Kg,14,2.28,0.028,31.03,21.72,9.31,Transfer
2025-04-20,O20243741,C10707,Consumer,Wholesale,Mendoza,Mendoza,Panificados,Pan Lacteado,2,2.02,0.061,3.79,2.54,1.25,Debit
2024-04-03,O20240762,C11101,Consumer,Online,Córdoba,Villa María,Suplementos,Omega-3,10,25.56,0.1,230.04,126.52,103.52,Credit
2025-04-15,O20243708,C13380,Consumer,Retail,AMBA,CABA,Panificados,Medialunas Docena,13,1.17,0.066,14.21,9.52,4.69,Transfer
2024-06-24,O20241406,C10030,Enterprise,Wholesale,Mendoza,Godoy Cruz,Bebidas,Agua 1.5L,4,1.98,0.0,7.92,5.94,1.98,Credit
2025-01-04,O20242884,C12986,Consumer,Retail,Mendoza,San Rafael,Panificados,Pan Integral,18,2.03,0.143,31.31,20.98,10.33,Credit
2024-02-10,O20240329,C10196,Consumer,Retail,Santa Fe,Rafaela,Frutas,Naranja Kg,18,1.61,0.149,24.66,17.76,6.9,Transfer
2024-10-31,O20242397,C11159,Consumer,Wholesale,Córdoba,Córdoba,Panificados,Pan Integral,7,1.71,0.138,10.32,6.91,3.41,Debit
2025-07-27,O20244517,C11971,SMB,Online,LatAm,Asunción,Suplementos,Creatina 300g,3,29.78,0.015,88.0,48.4,39.6,Debit
2025-04-22,O20243753,C10711,Enterprise,Online,AMBA,GBA Sur,Lácteos,Queso Cremoso 500g,2,1.38,0.0,2.76,2.15,0.61,Debit
2025-06-07,O20244118,C13254,Consumer,Online,AMBA,GBA Sur,Panificados,Medialunas Docena,13,1.07,0.125,12.17,8.15,4.02,Cash
2024-01-06,O20240034,C13338,Consumer,Online,Rosario,Rosario,Lácteos,Queso Cremoso 500g,17,2.91,0.0,49.47,38.59,10.88,Debit
2025-03-01,O20243348,C13050,SMB,Retail,AMBA,GBA Oeste,Bebidas,Energética,16,1.87,0.029,29.05,21.79,7.26,Transfer
2024-04-11,O20240821,C12024,Consumer,Online,Santa Fe,Rosario,Snacks,Barra Cereal,10,3.36,0.004,33.47,21.76,11.71,Debit
2024-06-28,O20241438,C12745,Consumer,Retail,Santa Fe,Santa Fe,Frutas,Uva Kg,18,1.73,0.027,30.3,21.82,8.48,Cash
2024-02-06,O20240287,C12624,Consumer,Retail,AMBA,GBA Oeste,Verduras,Cebolla Kg,14,1.92,0.004,26.77,18.74,8.03,Debit
2024-11-03,O20242414,C13252,Consumer,Retail,Córdoba,Río Cuarto,Snacks,Papas Onduladas,15,3.06,0.0,45.9,29.84,16.06,Transfer
2025-09-24,O20244955,C10242,Consumer,Online,Mendoza,San Rafael,Lácteos,Yogur 1L,1,1.88,0.161,1.58,1.23,0.35,Transfer
2025-05-18,O20243943,C13216,SMB,Online,Córdoba,Villa María,Lácteos,Leche 1L,2,1.85,0.108,3.3,2.57,0.73,Transfer
2025-08-11,O20244617,C11589,SMB,Retail,Mendoza,Mendoza,Verduras,Lechuga Unidad,11,2.52,0.0,27.72,19.4,8.32,Credit
2024-09-28,O20242161,C11821,Consumer,Online,Mendoza,Mendoza,Lácteos,Queso Cremoso 500g,19,1.19,0.197,18.16,14.16,4.0,Transfer
2024-09-13,O20242040,C11893,Enterprise,Online,Rosario,Rosario,Snacks,Papas Clásicas,9,1.7,0.0,15.3,9.94,5.36,Transfer
2024-07-27,O20241656,C13071,Consumer,Online,LatAm,Montevideo,Suplementos,Multivitamínico,7,24.22,0.063,158.86,87.37,71.49,Cash
2025-06-05,O20244102,C11585,Consumer,Retail,LatAm,Montevideo,Panificados,Pan Integral,10,1.01,0.122,8.87,5.94,2.93,Wallet
2025-01-16,O20242989,C11646,SMB,Retail,LatAm,Lima,Snacks,Mix Frutos Secos,5,1.61,0.071,7.48,4.86,2.62,Credit
2024-03-11,O20240581,C12006,SMB,Retail,LatAm,Santiago,Bebidas,Jugo Naranja,20,1.6,0.038,30.78,23.08,7.7,Debit
2024-05-17,O20241104,C10372,SMB,Retail,Santa Fe,Santa Fe,Bebidas,Energética,6,2.2,0.027,12.84,9.63,3.21,Debit
2024-09-18,O20242080,C12375,SMB,Online,AMBA,GBA Oeste,Bebidas,Energética,9,1.61,0.084,13.27,9.95,3.32,Credit
2024-11-03,O20242412,C10165,SMB,Online,AMBA,GBA Sur,Bebidas,Gaseosa Cola,11,1.7,0.099,16.85,12.64,4.21,Credit
2024-06-28,O20241439,C12857,SMB,Retail,AMBA,GBA Oeste,Verduras,Cebolla Kg,3,1.49,0.045,4.27,2.99,1.28,Transfer
2024-08-01,O20241684,C10961,SMB,Retail,AMBA,CABA,Lácteos,Queso Cremoso 500g,19,1.42,0.084,24.71,19.27,5.44,Credit
2024-10-08,O20242240,C11569,Consumer,Online,AMBA,GBA Oeste,Lácteos,Leche 1L,9,2.26,0.21,16.07,12.53,3.54,Cash
2024-07-14,O20241558,C11417,Consumer,Online,AMBA,GBA Sur,Frutas,Banana Kg,14,3.0,0.137,36.25,26.1,10.15,Credit
2025-06-27,O20244277,C10928,Consumer,Retail,Córdoba,Córdoba,Bebidas,Gaseosa Cola,19,1.27,0.037,23.24,17.43,5.81,Credit
2025-07-02,O20244310,C12153,Consumer,Online,Santa Fe,Rosario,Snacks,Papas Clásicas,7,3.44,0.075,22.27,14.48,7.79,Credit
2024-11-18,O20242533,C12251,Consumer,Retail,LatAm,Montevideo,Bebidas,Agua 1.5L,17,1.92,0.195,26.28,19.71,6.57,Debit
2024-05-23,O20241146,C10825,SMB,Online,AMBA,GBA Oeste,Bebidas,Agua 500ml,3,1.29,0.14,3.33,2.5,0.83,Debit
2024-12-31,O20242856,C10864,Consumer,Online,Rosario,Rosario,Verduras,Tomate Kg,7,2.15,0.0,15.05,10.54,4.51,Credit
2025-07-20,O20244454,C10494,Consumer,Retail,AMBA,GBA Oeste,Lácteos,Queso Cremoso 500g,20,1.22,0.0,24.4,19.03,5.37,Debit
2024-02-19,O20240416,C12262,Consumer,Online,Rosario,Rosario,Frutas,Naranja Kg,8,1.4,0.043,10.72,7.72,3.0,Credit
2025-04-27,O20243796,C12053,SMB,Online,LatAm,Asunción,Lácteos,Queso Cremoso 500g,11,2.11,0.08,21.35,16.65,4.7,Credit
2024-07-20,O20241602,C11153,SMB,Online,LatAm,Montevideo,Suplementos,Whey 1kg,9,21.14,0.111,169.14,93.03,76.11,Wallet
2025-03-02,O20243356,C11550,Consumer,Retail,Santa Fe,Rafaela,Lácteos,Queso Cremoso 500g,12,1.22,0.13,12.74,9.94,2.8,Wallet
2025-08-27,O20244735,C12514,SMB,Online,Rosario,Rosario,Bebidas,Energética,13,1.8,0.158,19.7,14.78,4.92,Debit
2025-03-14,O20243458,C11214,Consumer,Online,AMBA,GBA Norte,Bebidas,Agua 500ml,13,1.28,0.124,14.58,10.94,3.64,Credit
2024-11-11,O20242478,C10161,Consumer,Online,Santa Fe,Rafaela,Lácteos,Queso Cremoso 500g,16,2.26,0.005,35.98,28.06,7.92,Cash
2024-11-13,O20242495,C13189,Consumer,Retail,Córdoba,Río Cuarto,Frutas,Naranja Kg,16,1.53,0.148,20.86,15.02,5.84,Transfer
2025-03-20,O20243518,C13417,SMB,Online,Santa Fe,Rafaela,Panificados,Pan Integral,5,1.58,0.076,7.3,4.89,2.41,Wallet
2025-09-05,O20244806,C10444,Consumer,Online,AMBA,GBA Norte,Verduras,Zanahoria Kg,12,2.11,0.0,25.32,17.72,7.6,Cash
2025-05-06,O20243866,C11591,Consumer,Online,LatAm,Montevideo,Verduras,Zanahoria Kg,19,2.54,0.052,45.75,32.03,13.72,Debit
2024-01-08,O20240060,C11420,Consumer,Online,LatAm,Lima,Panificados,Pan Lacteado,19,1.69,0.128,28.0,18.76,9.24,Debit
2024-10-10,O20242255,C11228,SMB,Online,AMBA,GBA Sur,Lácteos,Queso Cremoso 500g,19,2.14,0.118,35.86,27.97,7.89,Credit
2024-04-07,O20240788,C10716,Consumer,Online,LatAm,Asunción,Verduras,Cebolla Kg,15,1.79,0.06,25.24,17.67,7.57,Credit
2024-05-19,O20241118,C10726,Consumer,Online,Santa Fe,Rosario,Panificados,Medialunas Docena,3,1.62,0.02,4.76,3.19,1.57,Credit
2025-07-11,O20244384,C11054,Consumer,Retail,AMBA,CABA,Snacks,Mix Frutos Secos,5,1.95,0.107,8.71,5.66,3.05,Wallet
2024-08-14,O20241792,C10059,SMB,Online,Córdoba,Río Cuarto,Lácteos,Queso Cremoso 500g,20,2.25,0.086,41.13,32.08,9.05,Wallet
2025-06-05,O20244104,C12654,Consumer,Retail,Mendoza,San Rafael,Panificados,Medialunas Docena,13,1.05,0.046,13.02,8.72,4.3,Debit
2024-03-28,O20240713,C11173,Consumer,Retail,Rosario,Rosario,Bebidas,Jugo Naranja,14,1.62,0.157,19.12,14.34,4.78,Credit
2025-03-26,O20243561,C11019,Consumer,Online,Mendoza,San Rafael,Panificados,Pan Lacteado,20,1.85,0.085,33.86,22.69,11.17,Credit
2025-08-10,O20244614,C12035,Consumer,Retail,LatAm,Santiago,Frutas,Banana Kg,9,2.23,0.176,16.54,11.91,4.63,Wallet
2025-08-04,O20244575,C12210,SMB,Online,Mendoza,Godoy Cruz,Verduras,Zanahoria Kg,1,2.79,0.074,2.58,1.81,0.77,Cash
2025-04-18,O20243727,C13309,Consumer,Online,LatAm,Asunción,Bebidas,Gaseosa Cola,19,1.98,0.165,31.41,23.56,7.85,Credit
2024-10-17,O20242301,C11893,SMB,Wholesale,Rosario,Rosario,Lácteos,Leche 1L,14,1.06,0.022,14.51,11.32,3.19,Credit
2025-09-01,O20244773,C13030,Consumer,Online,Rosario,Rosario,Frutas,Manzana Kg,20,1.9,0.078,35.04,25.23,9.81,Transfer
2025-05-08,O20243881,C10567,Consumer,Wholesale,Santa Fe,Rafaela,Verduras,Tomate Kg,4,2.04,0.038,7.85,5.49,2.36,Transfer
